"County","Domain","Subdomain","Element","Item","Value","Unit","Year","Source","Flag"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","21242.7","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","20931.93","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","29453","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","31733","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","29113","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","34200","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","85307","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","76310","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","31671","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","31147","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","73805","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","125885.2","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","149243","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","142944","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","133577.31","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","205657.97","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","316707","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","23457.3","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","28945.44","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","30772.95","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","32849.93","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","30431.16","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","25436","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","20308","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","342.9","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","187.65","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","204.75","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","380","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","370","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","494.55","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","167.1","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","803.5","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","1457.97","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","395.87","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","664.14","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","1377.5","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","2","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","2","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","295.65","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","549","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","1280.529","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","236","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","236","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","316.94","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","553.945","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","426.3","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","517.99","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","675.22","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","574.38","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","885.1","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Irish Potatoes (Production Quantity)","9","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Irish Potatoes (Production Quantity)","79","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","104852.43","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","110379.69","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","124464.87","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","137958","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","71446","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","93043.1","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","100741.38","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","102742","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","92393.6025","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","82278","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Pearl Millet (Production Quantity)","0","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Garrisa","Crops Productivity","Crops Primary","Production Quantity (Crops)","Sweet Potatoes (Production Quantity)","0","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","81.45","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","91","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","95.08","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","56","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","56","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","13.68","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","16","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","44","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","16.5","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Finger Millet (Production Quantity)","2","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","86658","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","115634.6","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","1302","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","1502","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","376","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","410","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","321","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","312","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","767.4","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","744.8","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","1976","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","854","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","1123","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Rice (Production Quantity)","2865","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Sunflower (Production Quantity)","53","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Homabay","Crops Productivity","Crops Primary","Production Quantity (Crops)","Sunflower (Production Quantity)","105.5","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","73.8","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","362.97","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","41","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","165","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","112","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","44.3","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","82","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","7","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","114.525","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","74","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","0","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","23.4","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","61","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","47.97","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","42","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","40","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","44","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","15.34","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","134.5","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","0.9","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","31.86","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","10.125","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","8","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","40.5","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","41.04","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","32.292","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","77","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","18","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","0","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","17.97","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","44","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","8.5","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","17.01","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","18.45","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Green Grams (Production Quantity)","27","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","1006.38","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","1072.8","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","656.82","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","1231","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","475","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","511.29","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","287.5","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","749","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","41.9","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","139","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Production Quantity (Crops)","Maize (Production Quantity)","94.25","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","37","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","3858.75","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","19","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","26","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","73","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","47","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","29","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","20114.01","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","18943","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","30417","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","20281","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","19944.2","Tonnes","2017","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","49489","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","32965.55","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","43845.7","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","1581","Tonnes","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","36757.35","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Common Beans (Production Quantity)","42525","Tonnes","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","23","Tonnes","2018","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","20","Tonnes","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","20","Tonnes","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cassava (Production Quantity)","6","Tonnes","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","0.3","Tonnes","2012","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","14.58","Tonnes","2013","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","90.27","Tonnes","2014","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","116","Tonnes","2015","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Production Quantity (Crops)","Cowpea (Production Quantity)","92","Tonnes","2016","Ministry of Agriculture and Livestock Development","Estimated Value"
